"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","FRA","France","2009","2009",39.87642,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","FRA","France","2012","2012",43.80417,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","FRA","France","2013","2013",47.74547,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","FRA","France","2014","2014",50.80839,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","FRA","France","2015","2015",52.68085,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","FRA","France","2016","2016",54.31819,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","FRA","France","2018","2018",54.60468,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","FRA","France","2019","2019",54.71012,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","FRA","France","2020","2020",57.9436,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IRQ","Iraq","2004","2004",12.93455,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","CHN","China","2013","2013",18.69282,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","CHN","China","2014","2014",24.74812,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","CHN","China","2015","2015",28.64706,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","CHN","China","2016","2016",31.32267,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","CHN","China","2017","2017",32.94441,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","CHN","China","2018","2018",33.65813,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","CHN","China","2019","2019",33.57557,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","CHN","China","2020","2020",35.29262,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","CHN","China","2021","2021",38.73835,,
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","1999","1999",1.39109,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2000","2000",1.32461,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2002","2002",1.36866,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2003","2003",1.37786,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2004","2004",1.23574,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2005","2005",1.24671,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2006","2006",1.24629,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2007","2007",1.24712,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2008","2008",1.22125,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2009","2009",1.24119,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2012","2012",1.25298,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2013","2013",1.35774,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2014","2014",1.36048,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2015","2015",1.35281,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2016","2016",1.37387,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2018","2018",1.36534,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2019","2019",1.35185,"+","National Estimation"
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","FRA","France","2020","2020",1.36784,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","USA","United States of America","1999","1999",32.04604,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IND","India","2013","2013",29.8206,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IND","India","2014","2014",24.64979,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IND","India","2015","2015",26.71775,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IND","India","2016","2016",27.58003,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IND","India","2017","2017",25.77426,"‡","UIS Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IND","India","2018","2018",25.07242,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IND","India","2019","2019",24.9575,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IND","India","2020","2020",28.04065,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","IND","India","2021","2021",28.22875,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","USA","United States of America","1999","1999",27.5364,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","IND","India","2013","2013",32.51877,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","IND","India","2014","2014",28.18295,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","IND","India","2015","2015",30.68788,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","IND","India","2016","2016",29.39565,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","IND","India","2017","2017",30.3252,"‡","UIS Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","IND","India","2018","2018",30.56368,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","IND","India","2019","2019",31.4034,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","IND","India","2020","2020",34.06416,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","IND","India","2021","2021",34.30423,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","1999","1999",17.49841,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2000","2000",17.48443,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2001","2001",17.47359,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2002","2002",17.91174,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2003","2003",18.70669,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2004","2004",19.7866,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2005","2005",21.29997,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2006","2006",23.11676,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2007","2007",25.25055,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2008","2008",27.45075,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2009","2009",30.13701,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2010","2010",32.02557,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2011","2011",33.58326,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2012","2012",34.8075,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2015","2015",45.5643,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2016","2016",46.43618,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2017","2017",46.46089,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2018","2018",45.25064,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2019","2019",50.55365,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","DEU","Germany","2020","2020",47.55947,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","1999","1999",39.53643,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2000","2000",35.26722,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2002","2002",37.51284,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2003","2003",40.1235,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2004","2004",35.14577,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2005","2005",35.61499,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2006","2006",35.26649,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2007","2007",34.98268,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2008","2008",35.26684,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2009","2009",35.95712,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2012","2012",39.31698,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2013","2013",41.33061,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2014","2014",43.96715,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2015","2015",45.7178,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2016","2016",46.81001,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2018","2018",47.15819,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2019","2019",47.44981,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","FRA","France","2020","2020",49.9486,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CHN","China","2013","2013",17.86584,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CHN","China","2014","2014",22.87129,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CHN","China","2015","2015",26.14957,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CHN","China","2016","2016",28.19364,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CHN","China","2017","2017",29.21827,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CHN","China","2018","2018",29.0965,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CHN","China","2019","2019",28.53226,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CHN","China","2020","2020",29.64953,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CHN","China","2021","2021",32.45814,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","1999","1999",42.30957,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2000","2000",42.48617,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2001","2001",43.35033,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2002","2002",42.81278,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2003","2003",43.12326,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2004","2004",43.0585,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2005","2005",44.50772,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2006","2006",45.11704,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2007","2007",44.61636,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2008","2008",46.01286,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",44.75175,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",46.64189,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",49.3422,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",52.6675,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",54.40282,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",60.0467,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",60.35327,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",59.93958,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CHN","China","2013","2013",19.59512,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CHN","China","2014","2014",26.81972,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CHN","China","2015","2015",31.43303,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CHN","China","2016","2016",34.83213,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CHN","China","2017","2017",37.12875,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CHN","China","2018","2018",38.79166,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CHN","China","2019","2019",39.26286,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CHN","China","2020","2020",41.67314,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CHN","China","2021","2021",45.86716,,
"GGR_6T7_GPI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","IRQ","Iraq","2004","2004",0.67834,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRQ","Iraq","2004","2004",10.90299,,
